,tweet_id,sentiment,author,content
11538,1963271780,happiness,cherriv,laptop laptop tak sooooooooooo long load fdm myspac pag
11539,1963272155,worry,TheMuz,new chic text say quot thank e-mail quot n't answ quest might nee look new chic
11540,1963272180,neutral,mossyrants,ach i 'm back t'internet lucypaw go driv mat somewh w'out internet
11541,1963272437,worry,bizlo,is wond mess n't go anywh i tri learn tweet amp n't turn hot
11542,1963272572,neutral,flye4tlessly,stuck traff 91 way cost mes
11543,1963273129,worry,SaritaAinsworth,miss train tonight lurg chest
11544,1963273525,sadness,candacesmylie,excit see quot up quot log 's birthday 2 week sad wont part bc n't know kid tho
11545,1963273604,worry,daniharding,davilivingston i n't know i not hap sometim
11546,1963273840,empty,Tom_TheBomb,wan na see up 2d everyon want see 3d
11547,1963274001,empty,heyycassy,sampalm ca n't vot 'm frustrad
11548,1963274171,enthusiasm,mvmassage,kerryqp interest ... i nev get etown howev
11549,1963274528,worry,jillianlou,su2c unfortun i stuck work i ca n't get said priz
11550,1963274871,fun,CaityXtine,watch el lov dish tan ... 's gorgeou
11551,1963274957,happiness,AlyseMooney,polaroid film today i hop green tea yum i got 8/9 appear quot job quot interview too much cleav
11552,1963275395,sadness,UlyssesAR,look food hom ... noth
11553,1963275568,sadness,ltempest,i n't wan na go work
11554,1963276221,sadness,singingcourtney,... so i alway get left
11555,1963276292,sadness,iyalauren,back gard tim feet hurt
11556,1963276349,worry,trslove,vlynn8 it 's rain past day act sunn today wel littl now 's sup cloud
11557,1963276628,sadness,jackswilgafee,us ozz osbourn pillow mom threw miss thing
11558,1963277008,hate,miguelsolorio,i at burg jack in the box im sur i want continu eat burg
11559,1963277074,sadness,sjdvda,shawin that 's problem the earphon i get n't last 2 mon mat brand pric
11560,1963277410,worry,anziebar,my pen blew hand ther 's ink everywh i walk rorschach test
11561,1963277597,surprise,ksmfan,got back er ... cut tri cook nic lunch 3 stich right index fing talk ouch
11562,1963277683,worry,RicciSue,rachelyn082909 think ord day mayb got some backord
11563,1963277890,neutral,bandxgeek13,miss seny
11564,1963278132,sadness,asholigee,phon dead charg mil away.. t_s_r 'll talk august
11565,1963278556,worry,Sushiboofay,wel cour envelop i book i nee mail smal ... fit ... .what fun would
11566,1963278755,surprise,MissBadLuck,dougiemcfl oh hop get bet show argentin good luck
11567,1963278778,worry,_MisterG,burdr quot rest sit would also tak plac part bank propo quot bird gon avocet yr
11568,1963278912,worry,hartlepool15,zoe__ 's good hop get bet soon good luck exam
11569,1963279286,sadness,JohnnyAbsinthe,eujean2 yeah
11570,1963279643,neutral,Tanya_Arellano,mia jun 13.. fin
11571,1963279677,worry,Lynseymansfield,xtfrtalr 's suppo mean that good
11572,1963279707,love,AimeeRosie,laurenhobeast as much i lov tex dislik needl could interf
11573,1963280003,worry,Kosmatos,pete_brown damnit i accid put scottgu instead realscottgu followfriday
11574,1963280082,neutral,Caitlynnnnnnn,mar ar receiv text
11575,1963280124,surprise,heyykayy,work til 5 ... .whi play miley cyru compan radio adel
11576,1963280217,worry,jackswilgafee,us ozz osbourn pillow fac mom threw miss thing
11577,1963280290,worry,luuloo,trpilot im feel verey tir madr chasaw 9j
11578,1963280466,empty,Allantheking,someon bought domain plan buy yesterday damn
11579,1963280484,happiness,AmyT96,omg rat ... ewwwww omg cant wait tha marra.. ecxcit annabel cant go tho
11580,1963280486,surprise,captainsharmie,nickjfrost 's tel everyon food worst on understand hor
11581,1963280530,love,rebeccanocheck,eat ic cream get read gradu
11582,1963280865,sadness,hamaddar,sidrajalil1132 ev ask oth enjoy sad miss lik
11583,1963281677,love,Depitydog,fuck sum school 3 day ... break
11584,1963281802,worry,AndruEdwards,rohonhdnet whi guy us camer angl mak look lik 200 peopl build
11585,1963281839,worry,Suzika,at doct 's off wait dr. sufk see tir sick hop everyon el bet friday
11586,1963281922,surprise,Alexnesia,wow lov day sham cle room
11587,1963282166,happiness,RandyAmberTK,mileycyru clos vot ... u vot best mov hop win my 4 y/o daught lovesss 2 sing quot the climb quot
11588,1963282736,love,so_zwitschert,madlymint and ye i lt 3 mac n't exp
11589,1963282792,surprise,soco210,wo n't kid sleep
11590,1963283709,neutral,JB59_725,spencerprat how vot wont let say clos vot categor wan na vot
11591,1963283923,sadness,KaroleGubs,micahjosiahd reall go miss
11592,1963283971,neutral,PKSS7,djkaton i feel pain man peopl say 's reall good i n't money wast ps3
11593,1963283974,neutral,greyeyesgabriel,tweetv hap real-tim fee now friend fee lik twit websit
11594,1963293604,fun,sleepytimeninja,get read going-away dessert receiv colleagu 's grad school
11595,1963293686,neutral,themaguire,myfabolousl u got ta say
11596,1963293697,sadness,kevskrilla,follow mz5thave cau reall shop ev though n't showin lov
11597,1963294139,hate,evilmelonlord,i want get brac remov sooo bad
11598,1963294233,neutral,walporr,mileycyru i ca n't vot stop vot
11599,1963295507,worry,NikeBask23,my comp slo w
11600,1963295557,worry,arinlove,dougiemcfl stuck tom guess ... hop get wel soon ... wishess ...
11601,1963295615,hate,electricmarge,i n't want appl job
11602,1963295998,hate,lexy876,**i hat hair hiss tee i feel lik i shuld hang ghetto wid di styl
11603,1963296113,sadness,Doodlebug18,i n't seem photo grandm toge tomorrow it heart break
11604,1963296125,worry,dianenotdiana,ahh gloom i 'm prett sur i heard thund eeeeeeek
11605,1963296289,sadness,skyste,28deg c tech room maj downsid lot heat n't help hot outsid 2
11606,1963296388,neutral,kool_gurl101,therealsavannah
11607,1963296423,worry,MusicLoveSports,squirrel84 dud sun
11608,1963296997,worry,sketchbug,gasp pulleaa dont hat u ask quest dont answ ... giv tim cant see sorr
11609,1963297235,sadness,emylwaukee,stereophon http //twitpic.com/6714p wel don guy i gon na miss tweet
11610,1963297613,surprise,dawl83,polymath7 hey i n't get email yet
11611,1963297721,sadness,ScottStevens,fail inspect did know pass wo/oven wo/anti-tip bracket sold w/oven thi wor tax
11612,1963297764,neutral,DarrenGriffin,ent twit 'lurk mod tim lock keyboard pour whiskey
11613,1963298370,neutral,Jharule182,quot i nev thought i 'd die alon ano six mon i 'll unknown quot
11614,1963298393,neutral,djjack12,insidegam no flam war week episod
11615,1963298464,worry,janesvillite,fpudude10 sad dead
11616,1963298669,love,thischickNaE,descendt cant go fb found im aly on morn aly n't allow fb yay congr miss yew tew
11617,1963298944,sadness,mikeyavila,batter go die
11618,1963299354,worry,ninaada,vrguru what said good day dream sorr say countr stat ...
11619,1963299539,fun,HappilyBarefoot,drav 's elbow met cem afternoon look nast
11620,1963299853,fun,jordansing,i look endometrios oy
11621,1963300335,happiness,MrSoL0DoL0,i wan na bet alread
11622,1963300489,surprise,JacquiD,julia72 weird 'caus synt min morn got new episod ...
11623,1963300826,sadness,Deedubau,daynah n't work iphon yet i lov simpl i nee abl sort task iphon us
11624,1963300979,happiness,Model_Ambriese,meeshthebeast dee mack talk bab she 's almost grown
11625,1963301324,worry,lauralawrence77,whoo bgt i reall must multi-task art work tim though back colleg monday
11626,1963301381,sadness,MackNCheezey,disappoint didnt win teh glass
11627,1963301735,sadness,carnivalesq,off porn stor i forgot put dav ipod fail
11628,1963301756,sadness,kjnoaman,wel rit gt headach
11629,1963302156,happiness,myw521,thi scar hook 9 wir n print sum graph ohhhhhh
11630,1963302866,surprise,wchrisburcham,look lik gm bankruptc go hap thi loss help offset gain i ear year tax wis oh wel
11631,1963302968,happiness,lamb4lyfe,just on day ... i pray get better..
11632,1963303137,worry,ranger_ruffles,fishhhfac casey 's gon but whi so piddl littl carpet she 's proll freak cau 's new can get back
11633,1963303390,neutral,MissMahoganyT,suzzyqotstyl chick
11634,1963303548,neutral,hikeyourskirt,lampplea ew agr
11635,1963304158,neutral,Smokieofbmore,re-ping nunu_b is pathet mom best friend hel know i talk mom bout every everythingg
11636,1963304396,neutral,Cherrim,cloudconnect i talk ty tim xbl i 'm sur i could man
11637,1963304563,neutral,MackNCheezey,disappoint n't win teh glassez
11638,1963304624,surprise,kasrael,hol moley it 's rain cat dog and i got snazzif min salon mint
11639,1963304669,surprise,abbybradz,cosrobperkin you 're third person ask mon afternoon i 'm sorr i 'm help tut friend c1/c2 xx
11640,1963304732,neutral,gajka,gdgoffici england
11641,1963305056,love,alfred_chen,drop bab a 1st day toddl room am she 's offic toddl grow way fast
11642,1963305108,worry,IWannaBe_Kate,babysit sun heat i 'm get lot freckl
11643,1963305268,worry,drew8890,burrrbank ah wait go get us co mom 's tir nonlong dist til buy new on
11644,1963305582,neutral,ashleyluvsjbvfc,drewryanscot want let know im vfc mat hap ye nee hug bad liv delaw
11645,1963305650,neutral,Cryode,just found contact form dub spam n't forward properl when check i legit contact anyway doubl
11646,1963305806,worry,melancholymolly,steve_sanderson what 's twat lat eith i ca n't get repl n't turn
11647,1963305956,sadness,wickedbruinsfan,srubin sorr disappoint
11648,1963306025,worry,teejayhanton,chrisla nev tri ftp s3 i us fireftp firefox brows addin ... ment s3 support sit though
11649,1963306850,surprise,SMINGLEmeBABY,ladylove88 seem disappear lif
11650,1963306960,sadness,4995songs,thi sar reall got
11651,1963307029,happiness,Jessica_Young,alon weekend
11652,1963307279,love,Jess1210,yargm hav seen week
11653,1963307426,neutral,Margotdarling,jcbeng should caught damn
11654,1963307503,neutral,jannette2,go work 3
11655,1963308203,sadness,BARBiE_BABiE,agesthegr ugh amp didnt hit me up ok lol jk what wer u doin her
11656,1963308594,neutral,HaHaItsLivvy,i reall nee upd
11657,1963308678,sadness,hongxinman,want fac som draw david lanham want leopard them som theme.. im sad..im big fan..
11658,1963308712,neutral,laurenblazeck,mov away
11659,1963308922,happiness,emily9980,tim get read work
11660,1963309177,sadness,QueenBattlezone,i tir
11661,1963309523,worry,flc,sthig mak bab jeebu cri
11662,1963309648,worry,FamousNtoB,ughhhh ... sad day
11663,1963310289,neutral,charleshb,thepinkc yeah tri no go
11664,1963310497,worry,katecallaghan,misskatherin omg granddad bday ep lol amp hav heard any yet dont think
11665,1963315429,happiness,jackbarakat,ther com atl show jljf swear fun 're much fun
11666,1963315566,worry,megapanda,lacey alright though quit gash keep tail leg
11667,1963315851,neutral,JB59_725,mileycyru i 'm a jump off a bridg ... not reall but i want to vot tel them to fix it just 2 mor day you nee to win
11668,1963315897,worry,simalves,video froz act view catch publ artific view count oofm alread froz got
11669,1963316168,neutral,njgetsketchy,hello dark hair wel plan today got cancel mak bet on
11670,1963316372,sadness,oceantriana,i 'm wish i outsid instead trap off
11671,1963316374,relief,goyya,amy_p hahah i want eat chick
11672,1963317439,sadness,Avas_Writer,i shrunk favourit cardig hubb said 'd buy new on i pract liv 's gon i shal say word
11673,1963317454,sadness,helsinkiwinner,bond sad thing i want work year dream job wa crush i saw crapp stil bit
11674,1963317469,surprise,kevbow7,it sunn i ent sub-bas now 's rain
11675,1963317616,neutral,Christa_B,sor throat
11676,1963317624,sadness,besbev,yep candymantk9772 sleep-fail in ano 7-8 hour 'll d amp d-fail
11677,1963318094,neutral,qtreese,pul artic
11678,1963318283,worry,HaHaItsLivvy,aaahhh i 'm bus sorr everyon
11679,1963318323,worry,BrandyWandLover,marginatasnail miss sun bus gettin hot both shop mak weekend x
11680,1963318973,fun,mzbossy1021,watch krystl vs. alex catfight youtube.. i miss dynast
11681,1963319014,worry,ThomasPaine1970,good day work lot sal boss foot 's nic person dont lik boss bug
11682,1963319054,enthusiasm,hamaddar,awaisna cov tom ev bab id lik liv blog
11683,1963319587,happiness,joshsandoval,workout don today now tim get read work
11684,1963319738,neutral,Ccp2n,head back pulask
11685,1963320527,worry,CindyCabala,leighannereen nic ... i 'd lik ... 's far ... i 'm brazil ... kiss nic day
11686,1963320700,neutral,blakenetizen,faeriedtreas us liv oc should gon beach oft
11687,1963320872,happiness,screenrant,filmnerdjam i 've seen star trek twic see quot up quot today 3d sint i outvot
11688,1963320899,sadness,katejcrowley,angiemartinez i florid last weekend rain cam back hom ri rain terr
11689,1963320900,worry,TanujDua,darn i wish could watch bgt would n't abl fast forward ad din soon..
11690,1963321022,love,GlenMcConnell,look forward see rel ... mayb hom toronto soon
11691,1963321119,neutral,Umi_and_Alter,marieblue17 yep
11692,1963321218,surprise,AmberClare,ladollz buy yay shoot ... hop goe wel what
11693,1963321320,neutral,kristofvc,lienev ai n't got mom sorr
11694,1963321469,anger,bridgetbean79,kristanmar least dont quad park hah two car drov real fast spash mud
11695,1963321779,sadness,Warm_December,... return joy co i 'm tir tir inspir wear ey see ir iron ...
11696,1963321786,love,cara14,crystalchappel hav wond weekend hom good day today 's friday otal today *tear* lot lov
11697,1963322236,worry,blingchik,nee break ... head hurt
11698,1963322791,worry,nealjennings,maryvictor get fir *hugs*
11699,1963322814,worry,jeniuz,hav seriou techn issu studio oh wel thank god techn
11700,1963322920,neutral,JCookOnline,iamfr nop n't hom went soon
11701,1963323031,happiness,likecitylight,tgif rain blah outsid i nee sun tri fig tonight i want go prov hookah bar
11702,1963323519,worry,jennalouise,johnhayato i lov overnight and 've work printing/ship issu sorr n't work
11703,1963323669,worry,300dys2getrich,my phon work don
11704,1963323688,worry,CheShA,0oze alway appear lik 10 minut week i 'm
11705,1963323725,sadness,michdulce,offic miss quark huhuhu heart hand partn on dant tonight com hom ... http //plurk.com/p/x2k1z
11706,1963324397,neutral,kak848,doct work hop bitch fun condit show without
11707,1963325012,sadness,gardnerscot,zwriter yo miss qualif i think david reutiman lead 22.96 ...
11708,1963325067,worry,oniwolf,thi day pass slowl al day rawr ...
11709,1963325135,neutral,samkrishna,eleww dood 've lock vimeo wh video
11710,1963325146,worry,Robyneee,'s point bein on el
11711,1963325441,worry,mihaitodor,bobbyvoicu now suck ... p ï¿½n eleg c jay leno nu va mai ave alt emisiun sau cev
11712,1963325663,sadness,TraceyHewins,oliverphelp good tim sadl mean i 'm prob gon na rain
11713,1963325670,surprise,thischickNaE,pkchin morn dad weirdest dream marin shot ter throat ... didnt find key yet
11714,1963325888,worry,PortiaFendeman,pauljchamb spend weekend noth domest you said
11715,1963326035,sadness,EmaJM,lt gt wait for nat com onlin i miss
11716,1963327262,sadness,ICYUNVAngela,ugh ... i soooo drag ass today bright not i got g1 upd amp biznesssss
11717,1963327708,neutral,Stephie319,perk purpl nail pol n't perk chip
11718,1963328422,worry,Nerual26,it hot i think shal go swim eh feel empt derm remov took pierc
11719,1963328531,neutral,MairHeard,partyend talk zlam_dunk http //partyends.com/blog/ p=1654 cd relea tonight stub 's wish i could go support
11720,1963328580,worry,nianella,i fin 2nd last box nerd
11721,1963328771,worry,Loliii,nick_cart wish happ birthday ey tear
11722,1963329098,neutral,marsh323,appleinvest i know i nee new iphon stat -- i drop min cem 2 week ago coupl row pixel went
11723,1963329297,worry,knithippy,feel bet at doesnt want 9:30
11724,1963329748,love,ETown_Lesley,retrorewind ahh dav canad n't includ that 's okay stil lov ya let 's get
11725,1963330222,sadness,melbelina,hav ag sorr twitter.. tweetdeck brok
11726,1963330278,happiness,JKforever,retrorewind dav thank play happ birthday nkotb today bday it lon bday today
11727,1963330337,love,CandyKizzeS24,lauramaniscalco i 'll send youtub link lt 3
11728,1963330577,sadness,heyitschrisbeck,cont smal childr pupp and clech sarcasm annoy bcreativ 's harrd
11729,1963330860,worry,EmaJM,wait nat com onlin i miss
11730,1963330902,worry,JanaiChristian,prsvr ok ... i fine..now much lol
11731,1963330944,worry,xOxEmily453xOx,ddlovato hey every go plea repl back sometim think hat nev repl back
11732,1963331362,worry,diminished7th,mad appoint cat see vet morn he seem kind thin nee checkup anyway
11733,1963331407,hate,DJEROCKSF1,delay flight san diego la veg whi delay flight feel sooooo damn depress
11734,1963331641,enthusiasm,CohWhitefox,jamiexvx join club
11735,1963332054,worry,LuciaGirardi,wear pair trous loo last year tight year
11736,1963332309,worry,JUICYMOana,mad dad kool aid tast lik shit
11737,1963332629,enthusiasm,wendydarling,yay my comput cam today too bad 's held host par hou i pick
11738,1963340196,worry,mwren204,hav n't eat day i nee food ...
11739,1963340474,love,A_Bix,alexandria_le i lov missss ann
11740,1963340637,neutral,shortypoke,up little.. good luck tam robert 25 cant text tabl
11741,1963341009,worry,LaLaLaLisaW,aeayl poor bab i think 's allerg can i amy bc 's way sent monday
11742,1963341173,worry,AlyssaNoelleD,cam_re feel bad hap pol find guy u gon na get stuff back
11743,1963341196,worry,neur0mancer42,lostmyheart gourmet pizz bleh pizz suppo greas filth you ca n't eat pizz 's prep chef
11744,1963341215,hate,rsharath,the new resign cricinfo http //tinyurl.com/mxlcuvi hat chang
11745,1963341856,sadness,dittiman,on go see tiesto
11746,1963342257,neutral,hoedurwhorses,goliix stor lif
11747,1963342432,love,TheFFs,acrossthemo kid look incr lay swim lot stuck cold nyc
11748,1963342455,worry,bandmonkey08,plan peopl cancel ...
11749,1963342510,worry,KristianaEvans,my throat hurt bad tonight go fun
11750,1963342674,sadness,KC3785UK,watch dr. phil 's spec same-sex marry it 's sad ign peopl
11751,1963342706,surprise,princesssince82,tri stay awak anyon tip keep awak work
11752,1963342943,worry,JasonArmes,bus work must run traff bad
11753,1963342994,love,casanova09122,on wish would friend j work
11754,1963343021,sadness,Spano_5,suck school noth
11755,1963343500,worry,StaciaSeaman,suppo go aztex gam tonight sur 'll abl mak
11756,1963343503,worry,joyofzen,dmbdork giv ultimat ... n't think 's gon na go way i want i
11757,1963343605,worry,parmyparmparm,today suck far god plea mak bettterrrr
11758,1963343627,fun,jujubee818,liz_pimpmcge sorr ur hair salon *hug* hayd ur hair hah jk
11759,1963344272,empty,xo_renduh,absurd i feel lik dip pool real quick bad dont poool
11760,1963344507,fun,1_50_1,beautifulmarc lol nttn much juss mad rain day ad dnt think u follow me..
11761,1963344519,sadness,Lulu_Lime,feel lik fish im big glass car deal look world peopl walk fun sun im stuck
11762,1963344703,neutral,Jdrummond11,i lie yet see good look men
11763,1963345401,neutral,Vitki,bah i sun new hammock drink beer play guit sing mosquito chas insid
11764,1963345407,worry,kane8771,my kne kil
11765,1963345750,worry,rorolo,noth exceiv right eass due monday d
11766,1963346064,hate,Gansiito,thi chair comfort
11767,1963346262,neutral,CarrieUFan09,tgif but i much work weekend
11768,1963346333,relief,heyaeslehc,today busy.. geez get read gradu
11769,1963346526,hate,lyndann,becom moth slav
11770,1963346761,neutral,Sharon1888,ronske gleneagl champagn receiv ... .ca n't beat i 'm alon tea rub iv housework
11771,1963346800,worry,LaPrincesa86,... yup..stil hav pack
11772,1963347180,worry,ormosa,ugh dont feel lik go work today
11773,1963347404,worry,CindyCabala,leighannereen gosh ... 's so bad ... bayl bless child ... peopl n't know ... kiss
11774,1963347468,empty,flashinlights14,whi do i ev tri ... when deep down insid i kno ther pain on the oth sid
11775,1963347629,sadness,Leisel7,i 'm work ... .bore mind
11776,1963347743,worry,Lavender_Ocean,got ear infect ... man sh*t hurt
11777,1963348311,surprise,TayLanzet,red blu
11778,1963348647,worry,JackieB1965,tommcfl app good brazil tho
11779,1963349366,neutral,fremlindigital,now i ski monday
11780,1963349531,neutral,hollulaballula,tim tick sooo sloooooooooowlyyyyyyyyyyyy
11781,1963349568,worry,manders92,hom feet sor
11782,1963349847,worry,DarleneVictoria,my dog offic depress broth 's dog gon he n't want go outsid play half-heartedli
11783,1963350220,empty,MissBenilda,invazn that im driv cal jul hin pleasanton
11784,1963350222,sadness,kimbarweee,sunba today look lik lobst feel lik someon burn al
11785,1963350455,neutral,picalili,sampan22 hah ... ooh gorgeou n't and whol weekend follow ouch ... blist sho yesterday
11786,1963350486,hate,PrincessSakura,sooooooo not happ wattch disney channel ... .rubbish rub rubbishhhhhh didnt get jon 3d post dud wasnt im..
11787,1963350545,sadness,Hyper8,eddy walk street london town ... .no field
11788,1963350554,sadness,squil,thedailyshow week
11789,1963350616,hate,leo712,wat get hair cut prom it suck peopl scream instead talk prob go wat ano hour ...
11790,1963351066,worry,sarabridgette,ugh want thing go back norm miss best friend
11791,1963351312,love,savasp,say goodby par airport gre around
11792,1963351522,neutral,tgolembiewski,lt train today ehhh hard tal hard but i feel good sunday rac day ... it rain lost mud
11793,1963351671,worry,fleurdelisee,it rain suck much 's second day row
11794,1963351744,love,_r0se_,ca n't sleep rit havin much tea 2nite i 've fail test lpi cour next week 'll mak bet
11795,1963351765,neutral,eedennn,go get blood tak
11796,1963352680,sadness,miasmom1,whi flickr long recogn e-mail address i ca n't log
11797,1963353091,sadness,Coffeecurls,oh no zombiepix do n't follow me anym ... nee someon to che me up
11798,1963353114,sadness,markmuststop,last day work tak shar googledoc ... act kind get
11799,1963353128,boredom,armadataylor,sit chev deal utah wait van fix
11800,1963353195,neutral,fremlindigital,now i ski monday
11801,1963353778,hate,vanhalyn,my day comput end dang i hat allow comput
11802,1963354384,worry,cosmobaker,stupid fuck car serv nev cam i 30 minut mak airport wish luck yal ...
11803,1963354497,worry,WhitleyL,everytim bru marcuselzey ca n't stop hit accid
11804,1963354512,neutral,quietpopcorn,darrkwillow sayid could dead
11805,1963355026,neutral,Kathlenesmith,dhsmith i 'm comfort annount
11806,1963362983,relief,MzMonaLisa,list 'fountain you supastit imeem http //x.imeem.com/kpeqpg7vuy iv feel mus day
11807,1963363246,sadness,JaclynnAshley,livefreet awww 's sad ...
11808,1963363339,surprise,ehuff09,omg got black ey deck card chok laff taff offical don school.. sad
11809,1963363374,worry,myduyen,good day..on bad thing ano
11810,1963363523,sadness,Jpbartz1,crypticirnangel sad noth
11811,1963363911,happiness,StephieeRosee,lov dreambear .. want gay best friend
11812,1963364396,sadness,letsgotilsim,im tir bor sad.what gre ev
11813,1963364416,sadness,WALDO07,would lov say tgif work 6am tomorrow
11814,1963364664,love,_milquetoast,scrub fin beaut perfect ca n't believ 're gon na ano season
11815,1963364867,sadness,assilemx3,mad traff
11816,1963366437,surprise,MacaJonas,everyon 's allerg poison iv know guy l ca n't chang neith ... guess 's enough
11817,1963366925,worry,ncofield,okay someplea sav i watch ninj warry eat eg rol last night
11818,1963367009,sadness,SeanStahursky,work 11 tonight http //plurk.com/p/x2kbv
11819,1963367302,worry,Sabrina7408,im bad blog i blog weeks~ oop
11820,1963367526,worry,chastinevegas,go ano fatt lik hop il see 'm cal 8 day he upset
11821,1963367575,love,lttlmisscupcake,turn 's loooong day got new us edit esquir go fanta i could on day look lik meg fox
11822,1963367984,worry,astralmonkey,i wan na crawl desk tak nap nvrmind dirt =/
11823,1963368091,neutral,sheiknizamuddin,went sleep pow cut noid pow back work
11824,1963368138,relief,intrntmn,xaviermathew sex 2 tub stick stomach thank
11825,1963368299,boredom,musiiicbox,im bor -musiic box
11826,1963368961,happiness,dazedp3nguin,want go walmart wo n't go alon
11827,1963368976,worry,Kalan_blends,aneffie53 thx i aw 2 day fest -multi band ga i ca n't must wait sit concert
11828,1963369168,worry,peazyshop,laura_lou27 mov edinburgh glasgow new flat phon lin broadband
11829,1963369509,hate,rsharath,the new resign cricinfo http //tinyurl.com/mxlcuv i hat chang
11830,1963369680,neutral,srqmike,rhchestnut .. guess ol tom ano miss imposs ... lik tri prov innoc .. i n't get hug
11831,1963369833,neutral,jesslina,lisamh77 concord amp irvin ca that 's '09
11832,1963369998,fun,jenn_02,pop idk repl ur tweet phon lol yeah bday day soooo excit
11833,1963370009,sadness,rachaelleex3,but dont mind long lin ther sup cut front too bad 's wear gay bracelet girl nam
11834,1963370015,worry,Matthom,cwardzal iron thought goe head pun intend *every* headach i ... hop goe away soon
11835,1963370129,relief,TankaBar_Linda,markheartofb yeah i liv rez i 'd alread dead
11836,1963370225,love,MeganRenee210,arian_mari hey girl 'm sorr loss best wish
11837,1963370346,love,kaceyofblkalley,i 'm lov humid right ... gre skin ... .anoth lov wo n't last
11838,1963370560,worry,makenzicabrera,corylamb go tonight nev wrot back info im sososo sad ...
11839,1963370608,worry,mckenzie09,tryin upload new pic shit say big
11840,1963370689,worry,VedikaBerry,mileycyru i 'd lov 'm way ind
11841,1963370937,love,crissy305,lilmick dey hom i wish would stop rain alread plu vacay almost
11842,1963371009,worry,Salernogamer,freak 2 hor crush dream tear ... ..
11843,1963371028,surprise,Happy_Skittles,no bett nest i think despit heat get chill night
11844,1963371041,sadness,vickieh,lov sun today did lov black suit black top plu 6 trains/tub get meet back nee shop sum
11845,1963371072,empty,Primetime85,shaunielov awww sow short
11846,1963371191,sadness,Mishy_B,dan cook sport aren tonight wish i ticket
11847,1963371198,worry,kimkoster,entir bod hurt show hot tea tv please..
11848,1963371374,sadness,BendyWalker,what fuck it 's 20:35 oh god my intern clock reall is fuck nooooo
11849,1963371516,hate,leighalexander,theec think viol noncompet
11850,1963371547,worry,Miss_Lizbeth,jesslo24 oh jess i hop person ok
11851,1963371557,worry,zubinsaxena,sometim twit mak feel lik outsider..
11852,1963371778,neutral,chelseaharrison,i 'm work i 'm stil sick i 'm reall piss sunday
11853,1963372017,worry,crickey23,spart 's shut mcdonel sit look lik i los hour
11854,1963372264,neutral,caylorb,wait raim 's new hor flick drag me to hel i 'm reall excit too bad 's amcmain kc
11855,1963372420,sadness,LeLessi,i 'm gon na cri i went bad histor test i reall hat histor
11856,1963372712,happiness,leeyesa,davidjosm 74 quot quit alright quot plu sid i at cinnamin toast crunch breakfast eat strawberri
11857,1963373155,hate,lil_Anthony,not smok suck suck fuck suck i want cig
11858,1963373195,neutral,sanchezja,daught 45 min orthodont appt i forgot ebook read
11859,1963373265,empty,Yadielys,i lov dadd i n't want go hou today
11860,1963373302,sadness,iPodBetaTester,bet 5 3.0 expir today back 2.2.1 publ relea i miss alread
11861,1963373312,happiness,XkyRauh,onl two week left middl school gig full-tim work sum teach credent begin end august
11862,1963373392,love,LeeGilroy,britain got tal let gooooooooo ... paig sorr k haa xxxxx
11863,1963373647,sadness,thfanvee,so chicago prett much sold tshirt
11864,1963373748,sadness,shouldaj,wow am reall missin the fam il today badd
11865,1963374129,love,kit_kat1990,hollie__ thank it 's so annoy
11866,1963374180,worry,pslove,tearbear7 bum i hop n't continu long
11867,1963374233,sadness,ErinnAnnah,reall sorr because look forward it.. thought itd fun u want hear it.iow u beer
11868,1963374351,neutral,chrisdelta,dash_cun i got ta go cousin 's grad part
11869,1963374353,sadness,Wemblore,i miss nipiss pit good thing 've got euphor barr 'caus i would nev surv sum without pit and smooth
11870,1963374478,neutral,DocLMichelle,whi man ppl 12 mil ash elbow
11871,1963374591,worry,smashley_ashley,donthateitsk plea n't
11872,1963374830,worry,PrincessSakura,nee sweet drank cyderrrrrrrr
11873,1963374922,neutral,kirsteezzy,jsaladino com sept 's start school
11874,1963375138,hate,rsharath,the new redesign cricinfo http //tinyurl.com/mxlcuv i hat chang
11875,1963375194,boredom,nazak94,sapphireel if sunn go beach im stuck hom essay 20 degr
11876,1963375702,hate,heyycassy,everyon vot for miley cyru for the mtv mov award beca i ca n't that doe't work at me i 'm frustrad
11877,1963376545,worry,tracyr_9,sleep boyfriend 's leav weekend
11878,1963376645,worry,MissMaris15,look lik diamond bal
11879,1963376719,worry,lost_dog,chilkotard i lost plea help find good hom
11880,1963383772,neutral,eledhwenlin,oh i keep stumbl deathf without warn want
11881,1963383781,worry,deweyshideout,pick lun vet she look lik 's cri i 'm kid her lash wet tear trail my poor beb
11882,1963384039,surprise,SLotH13,the beer buzz almost gone.. the world becom compl
11883,1963384069,love,ampmsunshine,i wan na jet mir ... could n't get hawai eith *****someday***** much lov to the_wockeez supercr3w
11884,1963385024,surprise,TayCase,everyon
11885,1963385226,neutral,cpi013,dud i 2 hour i 'm don work
11886,1963385478,fun,empressjazzy1,jujubean0273 lol ye im thinkin bday bash everybod lam want sit hou instead qo wit lol
11887,1963385525,sadness,elmoszxworld,omg tayl selen brok sooo sad aw think act lik selen poor gal
11888,1963385538,hate,hello_charlotte,surround stud hou barbecu play shit mus hardl conduc good job-appli fram mind
11889,1963385543,neutral,ninjza,drsketchyphilli al i mov lik 'm mov act mov ugh wish i could go
